Name,Duration,Pace,Language,Author,Code,Description,Category,Link
Fluxo de Caixa,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT16,"Como controlar o fluxo de caixa ajudará meu negócio?
Descubra por que o fluxo de caixa é importante para o seu negócio e como tomar decisões com base nos recursos disponíveis para você.

Neste curso, você aprenderá a:

Monitorar e acompanhar o fluxo de caixa.
Tomar decisões sobre como gerenciar seu capital.
Organizar uma planilha para controlar o fluxo de caixa.

",Finanças,https://www.life-global.org/pt/pt/course/57-fluxo-de-caixa
Princípios Básicos de Finanças,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT01,"Quanto preciso vender para lucrar?
Aprenda os conceitos básicos de finanças empresariais para ajudá-lo a calcular despesas e descobrir quando terá lucro.

Neste curso, você vai aprender a:

Determinar os tipos de despesas.
Calcular seu ponto de equilíbrio.
Usar uma planilha eletrônica para facilitar os cálculos.

",Finanças,https://www.life-global.org/pt/pt/course/51-princ%C3%ADpios-b%C3%A1sicos-de-finan%C3%A7as
Lucros e Prejuízos,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT03,"Como analiso os lucros e prejuízos em meu negócio?
Aprenda o que é uma demonstração de resultado do exercício (DRE), como ela é estruturada e porquê é importante para o seu negócio.

Neste curso, você vai aprender a:

Entender os fundamentos da Demonstração do Resultado do Exercício.
Descobrir como receitas e despesas se relacionam com lucros e prejuízos.
Analisar uma Demonstração do Resultado do Exercício.

",Finanças,https://www.life-global.org/pt/pt/course/54-lucros-e-preju%C3%ADzos
Obtenção de Financiamento,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT09,"Como obter financiamento para iniciar ou expandir meu negócio?
Aprenda sobre as fontes de financiamento disponíveis para seu negócio, quais são as melhores para suprir suas necessidades e o que considerar antes de solicita-lo. 

Neste curso, você vai aprender a:

Determinar quanto dinheiro você irá precisar.
Entender por quanto tempo precisará do dinheiro.
Identificar as fontes de financiamento que melhor atendam suas necessidades.
Aumentar o sucesso de seu financiamento.
Evitar credores predatórios.

",Finanças,https://www.life-global.org/pt/pt/course/55-obten%C3%A7%C3%A3o-de-financiamento
Previsão de Vendas,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT18,"Como posso conseguir as informações certas para prever as vendas da minha empresa?
Aprenda o porquê uma previsão de vendas é importante para sua empresa e como obter as informações certas para cria-la.

Neste curso, você vai aprender a:

Obter informações para fazer uma previsão de vendas para sua empresa.
Usar um software de planilhas eletrônicas para monitorar sua previsão de vendas.

",Finanças,https://www.life-global.org/pt/pt/course/56-previs%C3%A3o-de-vendas
Proposta de Valor Exclusivo,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT04,"Como posso determinar o que torna a minha empresa única?
Explore formas que você pode usar para diferenciar sua empresa dos seus concorrentes e como você pode elaborar sua própria proposta de valor exclusivo.

Neste curso, você aprenderá a:

Definir o que significa e como criar uma proposta de valor exclusivo (PVE)
Explicar por que as PVEs são importantes para qualquer empresa e como elas podem ser aplicadas
Compreender os principais componentes de boas PVEs
Avaliar as PVEs das empresas concorrentes
",Marketing,https://www.life-global.org/pt/pt/course/66-proposta-de-valor-exclusivo
Seu Público-alvo,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT06,"Como identifico meu público-alvo?
Descubra maneiras de reunir informações sobre seus clientes atuais e em potencial e como concentrar seus esforços para alcançar impacto total.

Neste curso, você aprenderá a:

Elaborar perguntas para saber mais sobre seus clientes.
Criar uma pesquisa on-line ou presencial para coletar informações sobre seus clientes.
Reunir insights sobre o cliente por meio de uma entrevista ou grupo focal.

",Marketing,https://www.life-global.org/pt/pt/course/67-seu-p%C3%BAblico-alvo
Vendas On-line,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT07,"Como posso vender meus produtos ou serviços com mais eficiência online?
Descubra como as vendas online podem melhorar o potencial de lucro do seu negócio e aprenda como vender para seu público com mais eficiência usando a internet.
Neste curso, você vai aprender a:

Otimizar as estratégias de vendas e de marketing para seu produto ou serviço.
Criar títulos, descrições e fotografias eficientes para sua publicidade e seus catálogos de produtos online.
Se comprometer com um bom serviço e fazer com que o valor exclusivo do seu negócio se torne sua marca.
Vender online, mesmo se achar que não tem o que é necessário para ser um.
",Marketing,https://www.life-global.org/pt/pt/course/68-vendas-on-line
Sites de Negócios Eficazes,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT17,"Como faço para desenvolver um site que me ajude a atingir as metas do meu negócio?
O curso de Sites de negócios eficazes te ajuda a alcançar as metas do seu negócio, ensinando os conceitos básicos para a criação de um site fácil de usar que te permitirá atrair novos clientes e reter os atuais. 

Neste curso, você aprenderá a:

Explorar os benefícios e funções de um site de negócio.
Entender seus clientes e como eles usam um site de negócio.
Usar um software de web design online para criar um site de negócio.
Usar as métricas do site para melhorar seus negócios.
",Marketing,https://www.life-global.org/pt/pt/course/69-sites-de-neg%C3%B3cios-eficazes
Gestão de Relacionamento com Clientes (CRM),Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT12,"Como uma ferramenta de gerenciamento de relacionamento com o cliente pode me ajudar a construir meu negócio?
Aprenda a usar uma ferramenta de relacionamento com o cliente (CRM) para controlar melhor as informações de seus clientes atuais e potenciais para te capacitar a desenvolver seu negócio.

Neste curso, você vai aprender a:

Configurar uma ferramenta de CRM para sua empresa.
Usar uma ferramenta de CRM para monitorar informações que o ajudarão a desenvolver seu negócio.

",Marketing,https://www.life-global.org/pt/pt/course/60-gest%C3%A3o-de-relacionamento-com-clientes-(crm)
A Arte das Vendas: Fundamentos de Venda,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT32,"Como posso me tornar um vendedor melhor?
Aprenda como negociar suas vendas, lidar com objeções dos clientes e usar ferramentas de vendas para se tornar um vendedor melhor.

Neste curso, você vai aprender a:

Entender o que são vendas e como ser um vendedor mais eficaz.
Entender os hábitos de compra de seus clientes em potencial.
Criar um Discurso de Elevador para o seu negócio.
Aprender a negociar uma venda e lidar com objeções.
Aprender a usar ferramentas de vendas, como Google Analytics e redes sociais.

",Marketing,https://www.life-global.org/pt/pt/course/230-a-arte-das-vendas-fundamentos-de-venda
Definição de Preços,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT15,"Como faço para precificar meus produtos ou serviços?
Aprenda como usar a pesquisa para determinar os preços de seus produtos e serviços e como usar um software de processamento de texto para registrar as informações que você coleta.

Neste curso, você vai aprender a:

Conduzir pesquisas para determinar os preços de seus produtos e serviços.
Precificar seus produtos e serviços.
Usar um software de processamento de texto para personalizar tabelas.

",Marketing,https://www.life-global.org/pt/pt/course/71-defini%C3%A7%C3%A3o-de-pre%C3%A7os
Benefícios de Marketing versus Características,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT19,"Como posso promover os benefícios dos meus produtos ou serviços de forma eficaz?
Aprenda a criar materiais de marketing para promover as vantagens de seus produtos ou serviços para o seu público-alvo.

Neste curso, você vai aprender a:

Entender a diferença entre benefícios e características.
Usar os benefícios e características dos seus produtos para os promover de maneira eficaz para o seu público-alvo.
Criar um flyer para sua empresa usando modelos online.

",Marketing,https://www.life-global.org/pt/pt/course/70-benef%C3%ADcios-de-marketing-versus-caracter%C3%ADsticas
Marketing em Mídias Sociais,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT02,"Como posso usar o marketing de mídia social para desenvolver meu negócio?
Aprenda sobre uma variedade de plataformas de marketing de mídia social e como criar um anúncio que atingirá seus público-alvo.

Neste curso, você vai aprender a:

Usar diferentes plataformas de mídia social para promover seu negócio.
Criar um anúncio no Facebook direcionado aos seus clientes.

",Marketing,https://www.life-global.org/pt/pt/course/65-marketing-em-m%C3%ADdias-sociais
